timestamp_unix,O1,O2,T3,T4
1762668925.574718,-39458.122104,-44491.238892,-46498.917043,-69846.414030
1762668925.578718,-39501.991123,-44529.385865,-46516.083181,-69859.378040
1762668925.574718,-39483.681321,-44514.890760,-46509.977430,-69854.043424
1762668925.578718,-39416.160434,-44463.392347,-46488.616616,-69834.202528
1762668925.594946,-39399.374276,-44440.884143,-46477.932483,-69827.720523
1762668925.598946,-39455.071092,-44479.794800,-46493.194997,-69843.359292
1762668925.594946,-39500.083774,-44518.705457,-46503.491700,-69851.368666
1762668925.598946,-39504.662156,-44530.149549,-46508.453786,-69850.228727
1762668925.608583,-39438.284934,-44468.730688,-46487.089247,-69825.045764
1762668925.612583,-39420.355111,-44449.657202,-46475.265175,-69822.378457
1762668925.608583,-39460.029453,-44482.082129,-46482.510865,-69839.924574
1762668925.612583,-39520.684630,-44541.209936,-46503.491700,-69858.998060
1762668925.625268,-39516.869932,-44536.251575,-46504.255384,-69851.368666
1762668925.629267,-39455.071092,-44478.651136,-46492.431313,-69834.969938
1762668925.625268,-39448.201656,-44476.360083,-46490.523964,-69834.969938
1762668925.629267,-39497.032762,-44522.520155,-46501.584351,-69854.423404
1762668925.649556,-39553.109556,-44568.296522,-46522.185206,-69872.729480
1762668925.653556,-39526.786655,-44558.376074,-46519.514173,-69866.627455
1762668925.652558,-39471.093565,-44516.798109,-46501.584351,-69854.803383
1762668925.656558,-39455.834776,-44494.289905,-46493.954957,-69850.608706
1762668925.652558,-39485.204965,-44516.414404,-46505.782753,-69863.960147
1762668925.656558,-39525.259286,-44553.037733,-46518.750489,-69875.024259
1762668925.671591,-39519.537240,-44564.098120,-46528.670937,-69873.116910
1762668925.675591,-39441.335946,-44494.669884,-46502.348036,-69847.933948
1762668925.673382,-39433.706552,-44470.638037,-46493.194997,-69844.886661
1762668925.677382,-39478.339255,-44507.641345,-46509.977430,-69859.765470
1762668925.693633,-39529.837668,-44558.376074,-46532.101929,-69873.116910
1762668925.697633,-39508.476853,-44545.788318,-46526.763588,-69867.394865
1762668925.693633,-39433.326572,-44475.216419,-46500.824392,-69842.979312
1762668925.697633,-39425.313473,-44461.101294,-46492.811292,-69839.544594
1762668925.701633,-39475.288242,-44492.762536,-46503.875405,-69851.748645
1762668925.705633,-39519.157261,-44534.724206,-46521.421522,-69862.812757
1762668925.702783,-39504.278451,-44524.043798,-46522.185206,-69856.330752
1762668925.706783,-39451.256394,-44485.133141,-46510.361135,-69843.739271
1762668925.716705,-39430.275559,-44460.337609,-46499.297023,-69833.822548
1762668925.720705,-39463.844150,-44487.424195,-46501.584351,-69844.506681
1762668925.717941,-39515.342563,-44529.385865,-46516.083181,-69855.950773
1762668925.721941,-39524.499327,-44546.931982,-46520.657837,-69859.765470
1762668925.739405,-39459.265769,-44488.947839,-46494.718641,-69840.691984
1762668925.743405,-39434.850216,-44468.730688,-46481.367201,-69831.155241
1762668925.739405,-39477.959275,-44502.682984,-46488.232911,-69842.211902
1762668925.743405,-39535.179734,-44566.389173,-46509.213746,-69861.285388
1762668925.747406,-39529.073983,-44565.241784,-46514.175832,-69862.432778
1762668925.751405,-39456.214756,-44503.446668,-46493.194997,-69842.979312
1762668925.739405,-39456.214756,-44493.909925,-46488.996595,-69844.506681
1762668925.743405,-39497.412741,-44529.765844,-46503.491700,-69858.238101
1762668925.759655,-39537.850767,-44567.912817,-46524.856240,-69871.209562
1762668925.763655,-39515.342563,-44551.890343,-46521.041542,-69864.720106
1762668925.759655,-39450.109005,-44508.021325,-46493.954957,-69848.701358
1762668925.763655,-39432.562888,-44480.558485,-46483.654529,-69843.739271
1762668925.777010,-39471.473545,-44508.021325,-46496.246010,-69855.950773
1762668925.781010,-39524.499327,-44546.168298,-46517.226845,-69868.534803
1762668925.786405,-39520.300925,-44559.139758,-46521.421522,-69867.774844
1762668925.790405,-39463.464171,-44506.877661,-46508.453786,-69852.516055
1762668925.802680,-39450.872689,-44481.702149,-46502.731740,-69846.794009
1762668925.806679,-39491.690695,-44507.261366,-46513.028443,-69855.563343
1762668925.810680,-39533.272386,-44546.168298,-46523.712575,-69865.487516
1762668925.814680,-39523.735642,-44536.631554,-46521.805227,-69858.998060
1762668925.808223,-39459.649473,-44481.318444,-46512.648463,-69841.071963
1762668925.812223,-39450.872689,-44477.887452,-46510.361135,-69844.506681
1762668925.829493,-39498.556405,-44520.229101,-46522.948891,-69862.432778
1762668925.833493,-39538.610727,-44560.667127,-46539.731324,-69875.024259
1762668925.829493,-39521.828294,-44550.746679,-46533.249319,-69868.154824
1762668925.833493,-39474.908262,-44513.743371,-46513.028443,-69855.183363
1762668925.837493,-39466.895163,-44503.062963,-46513.028443,-69856.330752
1762668925.841493,-39503.898472,-44525.951147,-46519.897878,-69866.247475
1762668925.829493,-39538.230747,-44561.047107,-46530.194581,-69876.544178
1762668925.833493,-39538.230747,-44573.254883,-46534.392983,-69879.218936
1762668925.849754,-39461.556822,-44501.539320,-46500.824392,-69850.608706
1762668925.853754,-39440.955967,-44475.216419,-46493.954957,-69843.739271
1762668925.849754,-39481.010288,-44503.826648,-46505.782753,-69855.563343
1762668925.853754,-39536.323398,-44559.139758,-46526.763588,-69874.256849
1762668925.859835,-39521.064609,-44545.788318,-46525.619924,-69865.100086
1762668925.863835,-39440.192282,-44477.503747,-46495.482326,-69840.304554
1762668925.859835,-39430.655539,-44468.350708,-46487.472951,-69840.691984
1762668925.863835,-39480.630308,-44500.391930,-46502.731740,-69855.950773
1762668925.879985,-39521.828294,-44537.395239,-46514.175832,-69867.007434
1762668925.883985,-39507.713169,-44529.765844,-46514.555812,-69862.052798
1762668925.879985,-39449.349046,-44492.762536,-46498.533338,-69848.321378
1762668925.883985,-39424.933493,-44466.823339,-46485.181898,-69840.304554
1762668925.890018,-39469.186217,-44494.669884,-46497.009695,-69854.423404
1762668925.894018,-39514.962584,-44531.673193,-46513.028443,-69864.720106
1762668925.910303,-39519.537240,-44545.788318,-46519.134194,-69868.154824
1762668925.914303,-39453.163743,-44480.938464,-46492.811292,-69843.739271
1762668925.910303,-39443.243295,-44464.915991,-46487.472951,-69841.071963
1762668925.914303,-39482.537657,-44503.446668,-46501.204371,-69858.238101
1762668925.930484,-39543.572813,-44560.283422,-46520.657837,-69874.636829
1762668925.934484,-39540.138096,-44554.945081,-46524.092555,-69870.442152
1762668925.930484,-39472.237229,-44497.340918,-46503.875405,-69851.368666
1762668925.934484,-39461.173117,-44491.618872,-46497.389674,-69849.841297
1762668925.940600,-39496.269077,-44527.478516,-46509.977430,-69863.580167
1762668925.944600,-39552.725852,-44572.111219,-46525.236219,-69878.838956
1762668925.950734,-39534.416050,-44550.366700,-46518.750489,-69868.534803
1762668925.954734,-39466.895163,-44505.354017,-46493.954957,-69850.608706
1762668925.958734,-39435.233921,-44474.452734,-46480.987221,-69841.831923
1762668925.962734,-39477.959275,-44497.340918,-46492.431313,-69852.516055
1762668925.950734,-39521.828294,-44540.446252,-46513.412148,-69868.534803
1762668925.954734,-39513.815194,-44553.417712,-46513.412148,-69868.154824
1762668925.972006,-39440.572262,-44485.516846,-46487.852931,-69844.506681
1762668925.976006,-39421.498775,-44459.577650,-46480.987221,-69839.164615
1762668925.981117,-39460.029453,-44493.526220,-46491.667628,-69850.988686
1762668925.985117,-39521.064609,-44556.088746,-46516.083181,-69875.404239
1762668925.989117,-39512.671530,-44542.737305,-46515.699476,-69868.534803
1762668925.993117,-39441.335946,-44474.072754,-46487.089247,-69842.599332
1762668925.981117,-39434.470236,-44474.452734,-46484.038234,-69842.599332
1762668925.985117,-39479.866624,-44512.599707,-46500.440687,-69860.905409
1762668926.001370,-39534.036070,-44554.945081,-46519.134194,-69875.784218
1762668926.005370,-39524.499327,-44549.603015,-46522.185206,-69871.969521
1762668926.003169,-39467.278868,-44519.849122,-46512.268484,-69863.960147
1762668926.007169,-39446.294308,-44498.868287,-46495.482326,-69858.238101
1762668926.023800,-39490.547031,-44518.321753,-46501.204371,-69863.960147
1762668926.027800,-39544.716477,-44562.190771,-46520.657837,-69876.931608
1762668926.030470,-39556.924254,-44591.184705,-46539.731324,-69886.848330
1762668926.034470,-39483.297616,-44531.673193,-46519.134194,-69865.867496
1762668926.030470,-39472.237229,-44514.507055,-46508.833766,-69862.052798
1762668926.034470,-39514.198899,-44553.797692,-46523.712575,-69881.506264
1762668926.045714,-39556.540549,-44596.906751,-46537.823975,-69892.950356
1762668926.049714,-39531.365037,-44585.462660,-46534.009278,-69886.468351
1762668926.045714,-39449.349046,-44512.983412,-46505.782753,-69860.145450
1762668926.049714,-39442.863315,-44498.484582,-46497.769654,-69855.563343
1762668926.071989,-39484.445006,-44530.529529,-46515.319496,-69866.247475
1762668926.075989,-39519.920945,-44563.718140,-46529.434621,-69876.544178
1762668926.071989,-39500.847459,-44545.024633,-46524.092555,-69872.729480
1762668926.075989,-39441.719651,-44502.682984,-46506.162733,-69855.563343
1762668926.071989,-39427.604526,-44477.123767,-46496.246010,-69848.321378
1762668926.075989,-39460.409433,-44502.299279,-46504.255384,-69856.330752
1762668926.071989,-39514.198899,-44536.251575,-46521.041542,-69867.394865
1762668926.075989,-39521.828294,-44554.945081,-46530.194581,-69870.442152
1762668926.090199,-39452.400059,-44496.577233,-46506.926417,-69849.841297
1762668926.094199,-39435.997605,-44472.545385,-46498.153359,-69844.886661
1762668926.090199,-39475.288242,-44512.983412,-46510.361135,-69860.905409
1762668926.094199,-39543.189108,-44569.820166,-46533.629298,-69880.746305
